,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,3,5,7,645.5737563830185
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,4,3,6,799.7500167413244
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,3,5,6,1027.1991649877857
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,2,3,3,4169.296462277614
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,2,4,3,7593.2928317370015
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,4,2,5,5349.768242727897
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,7,5,3,764.4034316446185
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,7,5,2,724.1374473820559
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,8,5,4,686.4619816145939
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,2,3,2,356.2767686675533
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,5,5,6,3726.622044186691
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,2,4,5,4181.298781742759
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,2,5,6,9403.619047766571
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,7,3,6,597.4933991743374
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,7,5,2,1894.3149169452356
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,3,5,4,551.3202550930368
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,3,3,5,10360.897346246127
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,2,4,5,11296.024557570612
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,5,5,4,1228.7642974768564
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,6,3,6,1431.8362448898629
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,3,4,7,5378.772850877799
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,3,4,6,1788.1512557850017
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,2,5,6,5192.241646798431
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,7,5,6,11157.849447308392
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,8,5,2,1107.9686805771955
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,6,3,6,475.9917997127423
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3,3,4,3842.2836119744825
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,7,3,6,641.2501237621025
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,1,4,3,512.5382493708031
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,2,1,3,3057.6943910103387
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,4,5,5,5874.405149988466
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,2,4,5,3821.187154401951
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,3,3,6,519.8303399943285
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,4,3,6,12835.043398644719
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,3,4,1,1644.189601959403
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,2,4,7,4440.67214136511
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3,3,7,3053.013741161183
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,4,5,4,5825.881602874502
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,7,3,5,487.528417842059
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,7,2,3,549.2425134050334
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,3,5,3,4346.838131120398
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,3,3,4,2287.1455058918054
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,4,3,1,11293.498426498147
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,3,5,1,8229.899395342496
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,3,4,5,1375.4940308468167
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,6,4,6,8479.060581756548
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,2,4,1,14236.333535787031
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,5,5,7,7022.276085520553
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,5,5,4,624.2773314735313
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,6,5,6,8353.723040868976
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,2,3,6,2109.0037588204536
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,7,5,5,1217.6199313267366
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,4,5,2,8081.1037429366
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,5,5,5,1250.4122766594066
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,8,5,3,720.9346148855279
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,3,4,3,4582.642962203708
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,6,4,5,3975.217505472802
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,4,4,4,2704.093223826869
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,5,5,6,2184.4150349057572
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,4,5,3,18452.912846995776
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,6,5,2,2768.97138150378
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,7,2,4,718.4696170110998
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,1,1,4,5174.545374672546
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,3,5,2,4342.077894900616
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,2,2,5,1580.7734764792824
3158,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,6,5,3,629.1071411005388
3159,0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,6,5,7,2079.7561280885157
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,7,5,6,1095.3697579755635
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,5,4,6,1526.5875892789934
3162,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,3,3,4,1215.8842280001622
3163,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,3,2,7,2583.5345752354438
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,5,3,6,3262.93587531256
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,4,5,7,739.0004360633654
3166,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,5,4,4,9386.427969662825
3167,1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,2,2,4,3611.8887653267025
3168,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,2,3,4,1883.693566848015
3169,0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,3,3,5,2504.5733573097177
3170,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,3,3,2,8037.646622880146
3171,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,6,3,5,10648.868455820257
3172,1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,2,5,5,6584.380626950538
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,4,3,6,5877.874904724046
3174,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,6,5,5,817.5866302034908
3175,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,6,5,4,3361.037655709273
3176,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,3,4,2,472.6664856179592
3177,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,3,2,7,697.8512804701164
3178,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,2,5,3,5279.959605181104
3179,1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,3,5,5,6101.856298510266
3180,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,2,3,7,11805.11797914824
3181,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,4,3,6,12347.383287693372
3182,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,4,3,6,2961.5684433118995
3183,0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,3,3,3,512.8905692149704
3184,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,4,5,6,708.1489208834276
3185,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,6,5,1,10464.55503403346
3186,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,3,5,3,1269.6067667513962
3187,0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,7,4,5,862.993934174109
3188,0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,3,3,2,487.4374798195211
3189,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,2,4,7,12566.666908737358
3190,0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,8,3,5,1359.4998414168651
3191,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,2,5,4,453.9372430364922
3192,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,3,5,2,18022.054226816203
3193,1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,4,1,4,4821.073289399454
3194,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3,3,7,3432.547999352582
3195,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,2,5,6,5103.650059622464
3196,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,4,5,6,4953.406327152597
3197,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,3,5,3,2593.1456422461097
3198,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,4,5,4,12192.418821114332
3199,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,3,5,6,1709.144407945969
3200,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,8,5,4,883.3545913642514
3201,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,3,4,5,4271.599163786944
3202,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,5,4,3,924.2058981956761
3203,0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,3,3,3,1166.4420516357316
3204,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,3,5,6,690.3469614707725
3205,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,3,2,5,504.17682519094467
3206,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2,4,5,2058.167300374704
3207,0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,3,4,1,458.5193551506101
3208,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,4,4,6,1797.0116457546837
3209,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,3,2,2,416.47531609089657
3210,0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,8,5,4,829.7294573411098
3211,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,5,3,1,832.899923399634
3212,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,4,3,7,6233.321926572408
3213,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,2,5,3,14367.725508718762
3214,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,4,5,7,13526.715020968466
3215,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,2,3,4,3082.4373302417625
3216,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,6,5,5,867.1837658908328
3217,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,6,2,5,6512.162663321514
3218,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,7,5,5,1405.843621167769
3219,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,7,5,3,764.5260815971275
3220,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,2,2,3,4400.754851259739
3221,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,5,5,2,581.3349238402639
3222,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,4,5,4,8863.645508896983
3223,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,2,2,7,4213.528633816711
3224,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,8,5,5,831.5901938773034
3225,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2,5,4,2548.1801550744576
3226,0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,3,5,7,806.3562907594358
3227,1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,4,4,1,5160.755143074654
3228,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,4,1,3,2241.3551122082335
3229,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,7,3,2,2473.548203525681
3230,1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,4,4,6,6027.219627874141
3231,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,5,5,4,1694.0354709472972
3232,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,6,5,2,11631.842852033928
3233,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,4,5,7,1709.1255657696188
3234,0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,7,3,7,577.5836495180467
3235,1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,3,1,7,4783.784577820562
3236,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2,4,6,2286.6347374646066
3237,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,3,5,7,646.4968803448154
3238,0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,5,4,2,747.8483216459404
3239,0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,4,5,3,730.0464780395682
3240,0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,3,4,6,641.1028751816903
3241,0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,3,4,3,2182.7058594024143
3242,1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,4,5,4,5619.423832245132
3243,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,5,5,4,6474.9277675010235
3244,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,6,5,4,768.6551813007266
3245,1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,6,5,4,8136.277074182092
3246,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,3,4,6,13080.976633922923
3247,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,3,3,5,1552.4223813317521
3248,0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,3,5,4,488.2176600560052
3249,0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,5,5,4,2087.7667810791877
3250,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,2,5,4,1091.0120474499874
3251,1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,2,5,2,7055.846425714111
3252,0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,3,5,5,892.1894886561518
3253,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,3,5,7,570.6518585804097
3254,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,2,3,6,15962.502484457593
3255,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,5,5,6,2041.9314784482929
3256,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,2,5,6,449.79629791646585
3257,0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,5,5,5,750.0873915397939
3258,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,5,3,2,8795.424493163464
3259,0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,4,3,7,3149.7287410492654
3260,0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,8,5,5,831.745264833029
3261,0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,3,1,7,1276.743979624568
3262,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,4,5,4,1755.4973215817713
3263,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,3,1,1,2250.5464077146908
3264,1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,2,5,2,5081.86329729251
3265,0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,2,3,7,806.6322622333356
3266,1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,2,2,5,4746.1537638068785
3267,0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,6,5,4,3440.9785276712228
3268,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,4,4,5,5729.745242704324
3269,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,2,4,4,4776.205013435512
3270,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,2,5,2,3218.0717089425425
3271,1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,3,3,3,4139.564204052389
3272,2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,1,1,3,8085.4506966389035
3273,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,2,3,7,878.5111840577898
3274,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,3,4,4,1115.5382064296718
3275,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,5,4,2,8319.624580569387
3276,1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,2,4,2,4550.64921513
3277,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,4,4,3,571.6846312783794
3278,0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,4,3,4,639.2022270527913
3279,0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,8,5,5,545.355086628458
3280,0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,4,4,3,607.8772614218454
3281,1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,4,4,7,6308.28411921907
3282,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,3,4,5,1535.4099542993579
3283,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,6,4,4,751.5417737448621
3284,1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,4,4,5,11341.21115502927
3285,0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,5,3,3,547.6944856882178
3286,1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5,3,1,5523.4205819094095
3287,1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,5,5,4,6125.968446616667
3288,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,3,3,3,4456.166952633815
3289,1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,3,1,3,7989.4356445716
3290,1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,2,5,6,4928.168436693252
3291,0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,7,5,5,829.7984033983994
3292,1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,2,3,6,4127.353940610717
3293,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,2,5,7,12011.4535386096
3294,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,2,4,3,2870.795179410262
3295,0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4,4,5,4709.256191194157
3296,1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,8,5,4,14049.524700306963
3297,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,6,5,6,1374.6099648316435
3298,1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,3,3,1,5086.259046191121
3299,1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,4,3,4,9571.941125627234
3300,0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,3,2,5,816.7975033500298
3301,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,2,1,1,4579.052725258667
3302,0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,5,5,5,749.2520585193507
3303,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,5,4,4,6005.807845905336
3304,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3,2,4,3528.4931996722325
3305,1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,4,3,3,10184.809904386691
3306,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,7,5,2,1090.0643556116725
3307,0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,3,4,4,2620.0366714966835
3308,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,3,4,6,919.314551576076
3309,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,2,4,6,3492.8756741542115
3310,1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,2,4,3,5750.00683823342
3311,1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,3,4,6,11487.364300865527
3312,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,2,4,6,4419.789767086492
3313,1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,2,4,7,5018.65689509347
3314,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,6,2,1,2095.7347956795297
3315,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,3,4,3,2606.661953843037
3316,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,5,3,2,17561.494835935413
3317,0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,3,5,4,1002.0592579147252
3318,0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,3,5,7,1910.4011005266832
3319,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,1,4,3,9563.625018719184
3320,0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,3,3,2,1283.462774426739
3321,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,7,5,6,1478.113730464389
3322,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,3,4,3,6195.603164738514
3323,0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,7,5,4,780.0893220439849
3324,0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,2,4,7,1249.899087527208
3325,0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,5,4,5,460.80086465448346
3326,1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,7,5,4,10594.334059541523
3327,2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,3,3,2,13764.402171318801
3328,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,8,5,5,884.6879887228442
3329,0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,4,5,4,1813.9795952087418
3330,0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,4,4,5,620.7238775590685
3331,1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,4,5,4,11739.611446684512
3332,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,4,4,7,7140.924715314112
3333,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,6,4,6,7322.680492834247
3334,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,4,4,5,1892.1903132916468
3335,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,5,2,4,5605.08516149945
3336,0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,7,3,3,862.0200456196488
3337,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,4,3,6,1618.8404225821707
3338,0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,4,5,1,431.3627551438549
3339,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,7,3,4,1376.9617837608914
3340,1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,2,4,5,4186.501517109776
3341,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,3,2,4,1169.906151710366
3342,0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,6,5,2,3392.581994468039
3343,0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,5,5,4,442.18444168928454
3344,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,6,5,4,7330.62385204399
3345,1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,3,3,6,11149.530729495698
3346,0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,5,2,5,4801.985383214213
3347,0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,4,4,4,583.2981384846266
3348,0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,8,5,4,1344.6329801751199
3349,0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,2,3,4,657.1891621385181
3350,1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,8,3,5,10751.305239373029
3351,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,3,4,7,2829.135222963124
3352,0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,2,4,4,2609.233552987379
3353,1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,4,5,5,5858.194681996996
3354,0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3,5,6,3628.1257967909573
3355,0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,3,5,7,3120.882492978198
3356,0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,8,5,5,4550.824881231865
3357,2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,1,1,3,10074.871065255375
3358,0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,4,3,4,1906.1668140333913
3359,1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,4,5,2,6284.015971107179
3360,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,4,3,6,1679.6858637891141
