,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_,cut_
17213,1.11,Premium,F,VS1,59.4,58.0,7832,6.81,6.75,4.03,5,5,4
17214,1.5,Premium,J,VS1,62.0,61.0,7832,7.37,7.24,4.53,5,1,4
17215,2.11,Very Good,G,I1,63.2,57.0,7834,8.13,8.07,5.12,1,4,3
17216,1.01,Very Good,F,VVS2,60.7,59.0,7835,6.4,6.46,3.9,6,5,3
17217,0.3,Very Good,E,VS1,63.6,54.0,620,4.28,4.33,2.74,5,6,3
17218,0.27,Ideal,F,VVS2,61.4,57.0,620,4.17,4.2,2.57,6,5,5
17219,0.27,Ideal,E,VVS2,60.5,57.0,620,4.18,4.25,2.55,6,6,5
17220,0.27,Ideal,E,VVS2,61.5,57.0,620,4.14,4.18,2.56,6,6,5
17221,0.27,Ideal,F,VVS1,61.0,57.0,620,4.2,4.22,2.57,7,5,5
17222,0.34,Ideal,H,VS1,62.2,55.0,620,4.47,4.49,2.79,5,3,5
17223,0.32,Ideal,H,VS1,62.5,55.0,620,4.36,4.38,2.73,5,3,5
17224,0.35,Good,H,VVS2,60.4,56.0,620,4.57,4.59,2.77,6,3,2
17225,0.3,Premium,H,VVS1,60.7,58.0,620,4.35,4.38,2.65,7,3,4
17226,0.27,Very Good,E,VVS2,63.8,54.0,621,4.06,4.09,2.6,6,6,3
17227,0.41,Very Good,G,SI2,59.6,60.0,621,4.82,4.85,2.88,2,4,3
17228,0.3,Ideal,E,VS2,61.3,57.0,621,4.3,4.34,2.65,4,6,5
17229,0.3,Ideal,E,VS2,61.4,56.0,621,4.33,4.36,2.67,4,6,5
17230,0.3,Ideal,E,VS2,61.7,58.0,621,4.27,4.29,2.64,4,6,5
17231,0.3,Ideal,E,VS2,62.1,55.0,621,4.32,4.35,2.69,4,6,5
17232,0.3,Ideal,E,VS2,61.3,58.0,621,4.3,4.32,2.64,4,6,5
17233,0.31,Ideal,D,VS2,61.3,57.0,621,4.36,4.41,2.69,4,7,5
17234,0.3,Ideal,F,VS1,61.6,54.0,621,4.32,4.35,2.67,5,5,5
17235,0.3,Ideal,F,VS1,61.8,53.0,621,4.32,4.36,2.68,5,5,5
17236,0.3,Ideal,F,VS1,62.5,57.0,621,4.26,4.28,2.67,5,5,5
17237,0.3,Ideal,F,VS1,61.2,57.0,621,4.32,4.34,2.65,5,5,5
17238,0.3,Ideal,F,VS1,62.2,56.0,621,4.31,4.34,2.69,5,5,5
17239,0.3,Good,D,VS2,58.9,62.0,621,4.33,4.36,2.56,4,7,2
17240,0.41,Good,J,VS1,63.2,59.0,621,4.67,4.7,2.96,5,1,2
17241,0.33,Very Good,G,VS1,61.6,57.0,621,4.42,4.51,2.75,5,4,3
17242,0.33,Premium,G,VS1,60.3,58.0,621,4.5,4.52,2.72,5,4,4
17243,0.3,Very Good,E,VVS2,61.1,62.0,622,4.28,4.33,2.63,6,6,3
17244,0.3,Very Good,E,VVS2,62.4,58.0,622,4.28,4.31,2.68,6,6,3
17245,0.3,Very Good,E,VVS2,63.2,56.0,622,4.23,4.28,2.69,6,6,3
17246,1.59,Very Good,I,SI2,61.6,57.0,7835,7.51,7.56,4.64,2,2,3
17247,1.06,Ideal,G,VVS2,62.9,56.0,7836,6.6,6.56,4.14,6,4,5
17248,1.02,Ideal,F,VS1,62.2,57.0,7836,6.39,6.43,3.99,5,5,5
17249,1.59,Premium,J,SI1,62.5,60.0,7836,7.46,7.42,4.65,3,1,4
17250,1.38,Very Good,H,SI1,63.2,56.0,7836,7.08,7.03,4.46,3,3,3
17251,1.01,Premium,E,VS1,62.9,60.0,7839,6.36,6.32,3.99,5,6,4
17252,1.25,Ideal,F,VS1,62.4,57.0,7840,6.9,6.83,4.29,5,5,5
17253,1.5,Very Good,J,VVS2,62.8,62.0,7840,7.22,7.25,4.54,6,1,3
17254,1.0,Premium,G,VVS2,62.8,59.0,7840,6.43,6.38,4.02,6,4,4
17255,1.51,Very Good,I,SI2,60.0,59.0,7841,7.45,7.52,4.49,2,2,3
17256,1.61,Premium,J,VS2,61.7,59.0,7844,7.51,7.46,4.62,4,1,4
17257,1.26,Ideal,H,VS1,61.5,59.0,7845,6.94,6.91,4.26,5,3,5
17258,1.01,Very Good,G,VVS2,60.8,59.0,7847,6.42,6.5,3.93,6,4,3
17259,1.73,Good,J,SI1,63.8,60.0,7847,7.57,7.5,4.8,3,1,2
17260,1.51,Ideal,J,VS2,61.7,57.0,7847,7.44,7.4,4.58,4,1,5
17261,1.0,Premium,G,VVS1,62.9,53.0,7848,6.39,6.32,4.0,7,4,4
17262,1.51,Very Good,E,SI2,61.9,57.0,7848,7.35,7.41,4.57,2,6,3
17263,1.51,Good,J,VS1,60.6,55.0,7848,7.3,7.36,4.44,5,1,2
17264,1.51,Premium,J,VS1,62.3,59.0,7848,7.31,7.34,4.56,5,1,4
17265,1.51,Good,J,VS1,63.5,60.0,7848,7.23,7.29,4.61,5,1,2
17266,1.39,Premium,G,SI1,61.3,59.0,7848,7.15,7.24,4.41,3,4,4
17267,1.54,Premium,G,SI2,59.4,60.0,7848,7.52,7.49,4.46,2,4,4
17268,1.54,Fair,F,SI2,64.4,60.0,7848,7.26,7.16,4.64,2,5,1
17269,1.54,Ideal,I,VS2,60.7,56.0,7848,7.51,7.46,4.54,4,2,5
17270,1.27,Premium,H,VS2,61.1,58.0,7849,6.96,6.88,4.23,4,3,4
17271,1.0,Ideal,F,VVS2,61.5,55.0,7849,6.46,6.41,3.96,6,5,5
17272,1.22,Premium,G,VS1,61.6,60.0,7850,6.85,6.88,4.23,5,4,4
17273,1.33,Ideal,H,VS2,62.6,57.0,7850,7.02,6.98,4.38,4,3,5
17274,1.07,Ideal,F,VS1,62.1,55.0,7850,6.58,6.56,4.08,5,5,5
17275,1.04,Premium,D,VS2,61.1,60.0,7852,6.51,6.48,3.97,4,7,4
17276,2.5,Fair,G,I1,64.7,57.0,7854,8.48,8.44,5.47,1,4,1
17277,1.3,Premium,H,VS1,61.5,58.0,7855,6.98,6.96,4.29,5,3,4
17278,1.07,Ideal,G,VS1,62.1,57.0,7858,6.48,6.57,4.05,5,4,5
17279,1.53,Ideal,I,SI2,62.4,54.0,7859,7.34,7.41,4.6,2,2,5
17280,1.02,Very Good,G,VVS1,62.1,59.0,7861,6.36,6.39,3.96,7,4,3
17281,1.02,Good,G,VVS1,63.6,58.0,7861,6.37,6.4,4.06,7,4,2
17282,1.53,Very Good,H,SI1,63.1,56.0,7862,7.32,7.27,4.6,3,3,3
17283,1.5,Good,D,SI2,61.1,64.0,7862,7.35,7.26,4.46,2,7,2
17284,1.56,Good,H,SI1,63.7,57.0,7862,7.34,7.25,4.65,3,3,2
17285,1.8,Ideal,D,SI2,62.9,54.0,7862,7.77,7.74,4.88,2,7,5
17286,1.08,Very Good,G,VVS2,63.1,56.0,7862,6.58,6.51,4.13,6,4,3
17287,1.01,Premium,F,VS1,58.8,60.0,7862,6.59,6.51,3.85,5,5,4
17288,1.01,Premium,G,VVS2,60.7,58.0,7862,6.52,6.49,3.95,6,4,4
17289,1.11,Good,D,VS2,63.2,57.0,7863,6.61,6.64,4.18,4,7,2
17290,1.51,Premium,H,SI2,62.5,57.0,7864,7.36,7.26,4.57,2,3,4
17291,1.51,Premium,H,SI2,60.4,59.0,7864,7.3,7.27,4.4,2,3,4
17292,1.19,Premium,H,VS1,61.9,59.0,7864,6.83,6.75,4.2,5,3,4
17293,1.2,Premium,F,VS2,60.1,57.0,7865,6.82,6.76,4.08,4,5,4
17294,1.01,Ideal,F,VS1,61.1,59.0,7870,6.46,6.5,3.96,5,5,5
17295,1.22,Premium,G,VS2,61.2,58.0,7870,6.91,6.81,4.2,4,4,4
17296,1.13,Premium,G,VVS2,61.4,58.0,7875,6.68,6.73,4.12,6,4,4
17297,1.03,Ideal,G,VVS2,61.6,57.0,7876,6.48,6.51,4.0,6,4,5
17298,1.54,Very Good,E,SI2,59.0,62.0,7877,7.56,7.59,4.47,2,6,3
17299,1.0,Very Good,D,VS1,62.7,60.0,7877,6.31,6.36,3.97,5,7,3
17300,1.21,Very Good,F,SI1,60.2,60.0,7877,6.92,6.96,4.18,3,5,3
17301,1.2,Ideal,I,VVS2,61.5,56.0,7877,6.79,6.84,4.19,6,2,5
17302,1.05,Premium,F,VS1,61.0,58.0,7879,6.6,6.55,4.01,5,5,4
17303,1.03,Ideal,G,VS1,61.8,56.0,7880,6.46,6.51,4.01,5,4,5
17304,1.18,Premium,G,VVS2,61.0,58.0,7881,6.79,6.84,4.16,6,4,4
17305,1.23,Ideal,I,VS1,61.1,57.0,7881,6.88,6.9,4.21,5,2,5
17306,1.01,Premium,F,VVS1,62.5,58.0,7882,6.41,6.35,3.99,7,5,4
17307,1.01,Very Good,G,VVS2,63.3,57.0,7885,6.31,6.36,4.01,6,4,3
17308,1.0,Ideal,G,VVS2,59.8,54.0,7885,6.58,6.54,3.92,6,4,5
17309,1.0,Ideal,G,VVS2,60.8,57.0,7885,6.47,6.45,3.93,6,4,5
17310,1.0,Premium,E,VS1,61.4,59.0,7885,6.44,6.42,3.95,5,6,4
17311,1.33,Ideal,I,VVS2,62.2,56.0,7887,7.01,7.04,4.37,6,2,5
17312,1.01,Ideal,F,VS1,62.0,57.0,7887,6.46,6.42,3.99,5,5,5
17313,1.5,Very Good,H,SI2,63.0,58.0,7888,7.2,7.25,4.55,2,3,3
17314,0.83,Very Good,D,IF,59.7,53.0,7889,6.14,6.23,3.69,8,7,3
17315,1.34,Ideal,F,SI1,61.7,55.0,7893,7.07,7.13,4.38,3,5,5
17316,1.5,Good,H,SI2,63.4,59.0,7897,7.2,7.25,4.58,2,3,2
17317,1.02,Ideal,G,VVS2,61.1,57.0,7898,6.48,6.51,3.97,6,4,5
17318,1.52,Premium,J,VS2,62.0,59.0,7899,7.31,7.28,4.52,4,1,4
17319,1.06,Very Good,E,VS1,63.0,58.0,7900,6.46,6.49,4.08,5,6,3
17320,1.06,Ideal,G,VVS2,61.0,57.0,7900,6.55,6.57,4.0,6,4,5
17321,1.23,Ideal,H,VS2,62.8,56.0,7900,6.76,6.84,4.27,4,3,5
17322,1.01,Ideal,E,VS2,60.4,58.0,7900,6.49,6.52,3.93,4,6,5
17323,1.65,Very Good,J,SI1,61.7,56.0,7903,7.61,7.66,4.71,3,1,3
17324,1.6,Premium,J,VS1,62.6,59.0,7903,7.51,7.4,4.66,5,1,4
17325,1.26,Premium,D,SI1,59.5,59.0,7903,7.13,7.06,4.22,3,7,4
17326,1.2,Ideal,D,SI1,62.7,55.0,7903,6.79,6.71,4.23,3,7,5
17327,1.12,Premium,F,VS1,61.2,58.0,7903,6.72,6.68,4.1,5,5,4
17328,1.56,Premium,J,VS2,61.7,58.0,7904,7.46,7.41,4.59,4,1,4
17329,1.21,Very Good,G,VS2,59.5,58.0,7906,6.96,7.03,4.16,4,4,3
17330,1.6,Very Good,I,SI2,62.2,59.0,7906,7.42,7.46,4.63,2,2,3
17331,1.03,Ideal,F,VS1,61.5,56.0,7906,6.47,6.53,4.0,5,5,5
17332,1.52,Premium,H,SI2,62.0,58.0,7906,7.37,7.34,4.56,2,3,4
17333,1.26,Very Good,G,SI1,63.3,58.0,7910,6.88,6.84,4.34,3,4,3
17334,1.55,Premium,J,VS2,60.7,59.0,7911,7.47,7.5,4.54,4,1,4
17335,1.67,Very Good,J,SI1,62.3,59.0,7911,7.59,7.63,4.74,3,1,3
17336,1.21,Good,F,VS2,63.7,58.0,7911,6.67,6.71,4.26,4,5,2
17337,1.5,Fair,I,SI1,56.7,63.0,7912,7.52,7.57,4.28,3,2,1
17338,1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56,2,7,3
17339,1.19,Ideal,D,VS2,60.4,56.0,7916,6.87,6.93,4.17,4,7,5
17340,1.02,Ideal,F,VS1,61.5,56.0,7916,6.47,6.5,3.99,5,5,5
17341,1.11,Ideal,G,VS1,62.1,57.0,7917,6.61,6.63,4.11,5,4,5
17342,1.11,Ideal,G,VS1,61.6,56.0,7917,6.64,6.67,4.1,5,4,5
17343,1.08,Ideal,F,VS2,62.3,54.0,7917,6.6,6.56,4.1,4,5,5
17344,1.0,Fair,E,VVS2,65.4,56.0,7918,6.28,6.2,4.08,6,6,1
17345,1.03,Premium,E,VS1,62.4,58.0,7919,6.5,6.41,4.03,5,6,4
17346,1.2,Ideal,G,SI1,61.2,56.0,7920,6.87,6.88,4.21,3,4,5
17347,1.84,Premium,H,SI2,61.0,58.0,7922,7.97,7.87,4.81,2,3,4
17348,1.22,Ideal,G,VS2,62.0,55.0,7923,6.83,6.91,4.26,4,4,5
17349,1.63,Ideal,H,SI2,62.4,57.0,7923,7.59,7.52,4.71,2,3,5
17350,1.08,Ideal,F,VS2,61.0,57.0,7923,6.68,6.61,4.06,4,5,5
17351,1.25,Premium,D,SI1,62.4,58.0,7924,6.89,6.83,4.28,3,7,4
17352,1.08,Ideal,G,VS1,62.4,55.0,7925,6.57,6.63,4.12,5,4,5
17353,1.17,Ideal,F,VS2,61.8,55.0,7927,6.74,6.81,4.19,4,5,5
17354,1.28,Very Good,E,SI1,59.8,59.1,7927,6.99,7.05,4.21,3,6,3
17355,1.21,Very Good,F,VS2,63.5,55.0,7928,6.77,6.71,4.28,4,5,3
17356,1.14,Very Good,D,VS2,58.7,60.0,7928,6.82,6.88,4.02,4,7,3
17357,1.43,Fair,E,SI1,65.1,56.0,7928,7.1,7.03,4.61,3,6,1
17358,1.21,Ideal,H,VS1,62.8,54.0,7928,6.81,6.78,4.26,5,3,5
17359,1.51,Good,H,SI2,62.8,60.0,7929,7.22,7.26,4.55,2,3,2
17360,1.2,Ideal,G,VS2,61.9,57.0,7930,6.86,6.83,4.24,4,4,5
17361,1.46,Premium,G,SI2,59.5,59.0,7931,7.34,7.29,4.35,2,4,4
17362,1.74,Premium,H,SI1,62.1,59.0,7932,7.69,7.63,4.76,3,3,4
17363,1.52,Good,G,SI2,63.1,58.0,7933,7.21,7.3,4.58,2,4,2
17364,1.01,Ideal,G,VVS2,60.9,54.0,7934,6.5,6.53,3.97,6,4,5
17365,2.2,Fair,I,I1,66.3,56.0,7934,8.05,8.0,5.32,1,2,1
17366,1.5,Ideal,G,SI2,61.5,57.0,7936,7.33,7.39,4.53,2,4,5
17367,1.27,Ideal,H,VS2,62.9,54.0,7937,6.88,6.92,4.34,4,3,5
17368,1.21,Ideal,I,VVS2,61.3,56.0,7938,6.83,6.87,4.2,6,2,5
17369,1.37,Very Good,I,VS1,61.8,57.0,7939,7.09,7.14,4.4,5,2,3
17370,1.01,Ideal,G,VVS2,62.5,56.0,7941,6.38,6.41,4.0,6,4,5
17371,1.42,Ideal,J,VS2,61.7,56.0,7942,7.22,7.27,4.47,4,1,5
17372,1.02,Very Good,G,VVS2,63.1,59.0,7942,6.45,6.38,4.05,6,4,3
17373,1.65,Very Good,J,SI1,61.5,58.0,7943,7.49,7.62,4.65,3,1,3
17374,1.59,Ideal,J,SI1,61.3,57.0,7943,7.43,7.52,4.58,3,1,5
17375,1.33,Premium,H,VS2,62.6,58.0,7943,7.07,7.01,4.41,4,3,4
17376,1.0,Very Good,G,VVS1,60.7,58.0,7945,6.46,6.53,3.94,7,4,3
17377,1.23,Ideal,H,VS1,62.1,54.0,7946,6.87,6.89,4.27,5,3,5
17378,1.25,Premium,G,VS2,61.2,57.0,7948,6.95,6.91,4.24,4,4,4
17379,1.14,Ideal,G,VS1,62.3,56.0,7948,6.73,6.7,4.18,5,4,5
17380,1.51,Good,H,VS2,63.8,56.0,7949,7.24,7.17,4.6,4,3,2
17381,1.0,Very Good,G,VVS2,62.7,57.0,7950,6.32,6.37,3.98,6,4,3
17382,1.56,Premium,F,SI2,58.8,59.0,7950,7.76,7.61,4.52,2,5,4
17383,1.56,Fair,G,SI2,64.8,59.0,7950,7.38,7.19,4.72,2,4,1
17384,1.56,Fair,I,SI1,64.6,62.0,7950,7.26,7.23,4.68,3,2,1
17385,1.04,Ideal,G,VS1,61.7,56.0,7951,6.47,6.52,4.01,5,4,5
17386,1.37,Premium,G,VS2,61.6,59.0,7951,7.11,7.04,4.36,4,4,4
17387,1.51,Very Good,J,VS1,63.7,55.0,7953,7.16,7.28,4.6,5,1,3
17388,1.04,Premium,G,VVS2,61.8,58.0,7953,6.47,6.51,4.01,6,4,4
17389,1.59,Premium,J,VS2,62.6,59.0,7953,7.45,7.43,4.66,4,1,4
17390,1.07,Premium,D,VS2,60.9,59.0,7954,6.63,6.58,4.02,4,7,4
17391,1.21,Ideal,H,VVS2,60.4,57.0,7954,6.9,6.93,4.18,6,3,5
17392,1.01,Good,D,VS1,63.1,59.0,7955,6.34,6.37,4.01,5,7,2
17393,1.05,Ideal,F,VS1,62.1,56.0,7955,6.54,6.59,4.08,5,5,5
17394,1.21,Ideal,E,SI1,62.1,56.0,7955,6.83,6.88,4.26,3,6,5
17395,1.5,Premium,I,SI1,62.3,57.0,7955,7.28,7.22,4.52,3,2,4
17396,1.25,Very Good,F,SI1,61.4,56.0,7956,6.91,6.94,4.25,3,5,3
17397,1.51,Good,I,SI2,63.6,60.0,7957,7.27,7.23,4.61,2,2,2
17398,2.01,Good,H,I1,61.7,63.0,7959,7.91,7.94,4.89,1,3,2
17399,1.02,Fair,F,VVS1,64.6,59.0,7960,6.31,6.26,4.06,7,5,1
17400,1.09,Ideal,G,VS2,62.2,55.0,7961,6.61,6.65,4.13,4,4,5
17401,1.16,Premium,G,VS1,61.9,58.0,7962,6.72,6.76,4.17,5,4,4
17402,1.58,Premium,E,SI2,61.0,60.0,7963,7.54,7.51,4.59,2,6,4
17403,1.3,Very Good,E,SI1,59.1,60.0,7963,7.12,7.17,4.22,3,6,3
17404,1.01,Premium,G,VVS2,61.9,59.0,7964,6.45,6.41,3.98,6,4,4
17405,1.01,Premium,E,VS1,62.9,61.0,7964,6.39,6.33,4.0,5,6,4
17406,1.01,Premium,E,VS1,62.0,59.0,7964,6.42,6.38,3.97,5,6,4
17407,1.34,Very Good,H,VS2,61.4,58.0,7965,7.13,7.07,4.36,4,3,3
17408,1.05,Ideal,D,VS2,61.7,59.0,7965,6.5,6.53,4.02,4,7,5
17409,1.53,Ideal,I,VS1,62.9,57.0,7968,7.36,7.3,4.61,5,2,5
17410,1.05,Very Good,E,VS1,63.1,59.0,7969,6.49,6.45,4.08,5,6,3
17411,1.12,Ideal,G,VS1,61.5,55.0,7970,6.67,6.69,4.11,5,4,5
17412,1.53,Very Good,I,SI1,63.3,58.0,7971,7.26,7.31,4.61,3,2,3
17413,1.5,Fair,G,SI2,64.7,55.0,7972,7.16,7.13,4.62,2,4,1
17414,1.55,Premium,I,SI2,58.5,60.0,7972,7.64,7.58,4.45,2,2,4
17415,1.17,Good,G,VS1,60.0,64.0,7972,6.82,6.77,4.08,5,4,2
17416,1.01,Very Good,G,IF,60.0,61.0,7974,6.41,6.45,3.86,8,4,3
17417,1.57,Premium,I,SI2,62.4,58.0,7976,7.41,7.37,4.61,2,2,4
17418,1.15,Very Good,D,VS1,62.9,54.0,7978,6.72,6.69,4.22,5,7,3
17419,1.09,Ideal,E,VS2,62.4,55.0,7978,6.55,6.6,4.1,4,6,5
17420,1.59,Ideal,I,SI2,61.6,57.0,7978,7.56,7.51,4.64,2,2,5
17421,1.0,Ideal,G,VVS2,62.8,57.0,7979,6.37,6.43,4.02,6,4,5
17422,1.5,Good,D,SI1,56.6,64.0,7980,7.51,7.43,4.23,3,7,2
17423,1.27,Premium,E,SI1,60.9,59.0,7980,7.03,6.97,4.26,3,6,4
17424,1.01,Premium,F,VS1,61.2,59.0,7982,6.48,6.42,3.95,5,5,4
17425,1.32,Ideal,F,VS2,62.3,57.0,7983,7.06,6.97,4.37,4,5,5
17426,1.2,Very Good,G,VS2,62.2,57.0,7983,6.75,6.78,4.21,4,4,3
17427,1.6,Ideal,H,VS2,61.5,56.0,7983,7.57,7.52,4.64,4,3,5
17428,1.5,Premium,J,VVS2,62.8,62.0,7983,7.25,7.22,4.54,6,1,4
17429,1.3,Very Good,G,SI1,61.0,57.0,7985,7.01,7.06,4.29,3,4,3
17430,1.24,Ideal,G,VVS2,61.9,56.0,7986,6.87,6.83,4.24,6,4,5
17431,1.39,Premium,H,SI1,62.7,58.0,7986,7.15,7.08,4.46,3,3,4
17432,1.55,Ideal,J,SI1,61.7,54.0,7987,7.42,7.55,4.62,3,1,5
17433,1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62,3,1,5
17434,1.23,Ideal,G,VS2,61.5,54.0,7988,6.89,6.92,4.25,4,4,5
17435,1.19,Very Good,G,VS1,59.1,58.0,7989,6.96,7.05,4.14,5,4,3
17436,1.52,Ideal,I,SI2,62.5,58.0,7990,7.29,7.33,4.57,2,2,5
17437,1.51,Ideal,H,SI2,62.3,58.0,7990,7.27,7.33,4.55,2,3,5
17438,1.53,Very Good,H,SI2,61.4,60.0,7991,7.36,7.43,4.54,2,3,3
17439,1.51,Very Good,J,VS1,63.5,60.0,7991,7.29,7.23,4.61,5,1,3
17440,1.39,Premium,G,SI1,61.3,59.0,7991,7.24,7.15,4.41,3,4,4
17441,1.09,Very Good,G,VS1,59.9,56.0,7992,6.74,6.81,4.06,5,4,3
17442,1.09,Ideal,G,VS1,61.7,54.0,7992,6.65,6.7,4.12,5,4,5
17443,1.21,Ideal,G,VS2,61.9,55.0,7996,6.9,6.84,4.25,4,4,5
17444,1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22,4,4,5
17445,1.21,Premium,G,VS2,62.2,58.0,7996,6.85,6.81,4.25,4,4,4
17446,1.15,Ideal,G,VS1,61.9,56.0,7999,6.71,6.73,4.16,5,4,5
17447,1.34,Ideal,H,VS2,60.8,55.0,7999,7.18,7.12,4.35,4,3,5
17448,1.37,Ideal,I,VS2,61.6,55.0,8000,7.13,7.16,4.4,4,2,5
17449,1.52,Fair,H,SI1,65.3,58.0,8001,7.14,7.1,4.65,3,3,1
17450,1.52,Premium,H,VS2,61.0,61.0,8001,7.45,7.38,4.52,4,3,4
17451,1.21,Ideal,G,VS2,61.8,57.0,8001,6.83,6.79,4.21,4,4,5
17452,1.0,Very Good,G,IF,58.3,62.0,8002,6.51,6.57,3.81,8,4,3
17453,1.06,Premium,G,VVS2,59.6,58.0,8003,6.61,6.65,3.95,6,4,4
17454,1.23,Premium,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31,6,3,4
17455,1.02,Good,G,VVS1,63.6,58.0,8005,6.4,6.37,4.06,7,4,2
17456,1.02,Premium,G,VVS1,62.1,59.0,8005,6.39,6.36,3.96,7,4,4
17457,1.11,Very Good,D,VS2,63.2,57.0,8006,6.64,6.61,4.18,4,7,3
17458,1.0,Very Good,F,VVS1,63.0,56.0,8008,6.32,6.37,4.0,7,5,3
17459,1.0,Premium,G,VVS1,62.1,59.0,8008,6.29,6.4,3.94,7,4,4
17460,1.0,Ideal,D,VS2,62.2,54.0,8008,6.45,6.42,4.0,4,7,5
17461,1.51,Fair,H,SI1,66.5,56.0,8010,7.03,6.99,4.66,3,3,1
17462,1.52,Premium,I,SI2,59.8,62.0,8010,7.47,7.41,4.45,2,2,4
17463,1.02,Good,F,VS1,62.6,54.3,8011,6.41,6.45,4.02,5,5,2
17464,1.02,Ideal,F,VS1,61.0,56.0,8011,6.49,6.52,3.97,5,5,5
17465,1.02,Ideal,E,VS1,62.2,54.0,8011,6.44,6.46,4.01,5,6,5
17466,1.04,Ideal,G,VVS2,62.1,55.1,8012,6.5,6.51,4.04,6,4,5
17467,1.67,Good,J,SI1,58.8,61.0,8013,7.71,7.73,4.54,3,1,2
17468,1.5,Very Good,J,VS1,62.2,58.0,8014,7.19,7.27,4.5,5,1,3
17469,1.22,Ideal,H,VVS2,61.8,57.0,8014,6.85,6.89,4.25,6,3,5
17470,1.22,Ideal,H,VVS2,62.2,56.0,8014,6.83,6.87,4.26,6,3,5
17471,1.07,Premium,E,VS1,59.7,61.0,8015,6.69,6.64,3.98,5,6,4
17472,1.01,Premium,G,VVS2,61.2,58.0,8016,6.45,6.49,3.96,6,4,4
17473,1.14,Ideal,F,VS2,61.4,56.0,8017,6.73,6.78,4.14,4,5,5
17474,1.15,Premium,F,VS1,62.7,58.0,8018,6.72,6.67,4.2,5,5,4
17475,1.42,Good,E,SI2,60.1,61.0,8019,7.32,7.42,4.43,2,6,2
17476,1.13,Premium,G,VVS2,61.4,58.0,8019,6.73,6.68,4.12,6,4,4
17477,1.65,Very Good,H,SI2,63.4,59.0,8020,7.53,7.49,4.76,2,3,3
17478,1.1,Very Good,G,VVS1,61.5,57.0,8020,6.61,6.66,4.08,7,4,3
17479,1.21,Ideal,G,VS1,62.5,55.0,8020,6.79,6.8,4.25,5,4,5
17480,1.03,Ideal,G,VVS2,61.6,57.0,8020,6.51,6.48,4.0,6,4,5
17481,1.0,Premium,D,VS1,62.7,60.0,8020,6.36,6.31,3.97,5,7,4
17482,1.53,Ideal,I,SI2,61.4,58.0,8021,7.4,7.42,4.55,2,2,5
17483,1.05,Ideal,G,VS1,61.2,57.0,8022,6.51,6.55,4.0,5,4,5
17484,1.02,Ideal,F,VS1,61.2,57.0,8024,6.45,6.52,3.98,5,5,5
17485,1.61,Premium,F,SI1,62.9,59.0,8024,7.5,7.43,4.69,3,5,4
17486,1.18,Premium,G,VVS2,61.0,58.0,8025,6.84,6.79,4.16,6,4,4
17487,1.41,Ideal,H,SI2,62.0,56.0,8030,7.17,7.24,4.47,2,3,5
17488,1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2,4,4,4
17489,1.2,Very Good,G,VS2,63.5,57.0,8032,6.76,6.66,4.26,4,4,3
17490,1.2,Good,G,VS2,57.8,59.0,8032,7.06,7.0,4.06,4,4,2
17491,1.2,Very Good,G,VS2,63.1,57.0,8032,6.74,6.69,4.24,4,4,3
17492,1.51,Premium,H,SI2,61.4,60.0,8033,7.37,7.31,4.51,2,3,4
17493,1.51,Premium,F,SI1,62.0,57.0,8033,7.36,7.28,4.54,3,5,4
17494,1.01,Ideal,G,VVS2,62.2,56.0,8034,6.41,6.46,4.0,6,4,5
17495,1.19,Ideal,G,VS1,61.9,55.0,8034,6.81,6.87,4.22,5,4,5
17496,1.53,Ideal,H,SI2,62.4,58.0,8034,7.32,7.38,4.59,2,3,5
17497,1.57,Ideal,J,SI1,62.0,55.6,8035,7.43,7.47,4.62,3,1,5
17498,1.25,Ideal,H,VVS2,60.6,57.0,8036,7.0,6.97,4.23,6,3,5
17499,2.0,Fair,I,SI2,66.8,55.0,8037,7.75,7.71,5.16,2,2,1
17500,1.38,Ideal,H,VS1,63.6,56.0,8037,7.05,7.0,4.47,5,3,5
17501,1.2,Very Good,H,VS1,60.2,57.0,8039,6.88,6.95,4.16,5,3,3
17502,1.5,Very Good,J,VS1,61.7,58.0,8039,7.29,7.33,4.51,5,1,3
17503,1.2,Ideal,H,VS1,61.1,58.0,8039,6.84,6.88,4.19,5,3,5
17504,1.26,Very Good,G,VS2,63.3,57.0,8040,6.88,6.93,4.37,4,4,3
17505,1.2,Ideal,G,VS2,62.4,54.7,8040,6.79,6.85,4.25,4,4,5
17506,3.01,Premium,I,I1,62.7,58.0,8040,9.1,8.97,5.67,1,2,4
17507,1.02,Ideal,G,VVS2,61.1,57.0,8042,6.51,6.48,3.97,6,4,5
17508,1.5,Good,G,SI2,64.3,57.0,8043,7.2,7.29,4.66,2,4,2
17509,1.06,Premium,E,VS1,63.0,58.0,8044,6.49,6.46,4.08,5,6,4
17510,1.06,Ideal,G,VVS2,61.0,57.0,8044,6.57,6.55,4.0,6,4,5
17511,1.5,Fair,H,VS1,64.8,55.0,8044,7.25,7.2,4.68,5,3,1
